"decile","decile.visited","month","visit.prop"
"6","10","2020-07",0.0395541443020678
"7","1","2020-07",0.0316967796054469
"7","2","2020-07",0.0297774884525367
"7","3","2020-07",0.0317158852967297
"7","4","2020-07",0.0478371893870463
"7","5","2020-07",0.0484449888342955
"7","6","2020-07",0.0556317008287285
"7","7","2020-07",0.0550524151255095
"7","8","2020-07",0.0429717541031783
"7","9","2020-07",0.0453341637134432
"7","10","2020-07",0.040969197568808
"8","1","2020-07",0.0270592602802405
"8","2","2020-07",0.0238889257606103
"8","3","2020-07",0.0313835940629816
"8","4","2020-07",0.0417681441586469
"8","5","2020-07",0.0492649101647815
"8","6","2020-07",0.0470219630250076
"8","7","2020-07",0.0492519157383889
"8","8","2020-07",0.0702396681330974
"8","9","2020-07",0.0631744309084399
"8","10","2020-07",0.0503287751536126
"9","1","2020-07",0.0217523609199047
"9","2","2020-07",0.0194768108556054
"9","3","2020-07",0.0256000978376162
"9","4","2020-07",0.0319640463430172
"9","5","2020-07",0.0383451764101946
"9","6","2020-07",0.039821249776978
"9","7","2020-07",0.0443925554178653
"9","8","2020-07",0.0571676337543885
"9","9","2020-07",0.082072678102349
"9","10","2020-07",0.0741530392476947
"10","1","2020-07",0.0192137284468555
"10","2","2020-07",0.0171392020105481
"10","3","2020-07",0.0197116553151356
"10","4","2020-07",0.0240439563372309
"10","5","2020-07",0.0276274240894958
"10","6","2020-07",0.0291369433772747
"10","7","2020-07",0.0293527810752772
"10","8","2020-07",0.0371346842151153
"10","9","2020-07",0.069344343233109
"10","10","2020-07",0.140922858089219
"1","1","2020-08",0.141350259479557
"1","2","2020-08",0.0745281052512675
"1","3","2020-08",0.047438254869649
"1","4","2020-08",0.0410737288318292
"1","5","2020-08",0.0446128077951738
"1","6","2020-08",0.0408029015448462
"1","7","2020-08",0.0338059744434141
"1","8","2020-08",0.0347777981862689
"1","9","2020-08",0.0299096626194137
"1","10","2020-08",0.0262675237797908
"2","1","2020-08",0.0793389510479118
"2","2","2020-08",0.103387097442124
"2","3","2020-08",0.0718662360838625
"2","4","2020-08",0.0524676757392855
"2","5","2020-08",0.0518994354679478
"2","6","2020-08",0.0507646448428811
"2","7","2020-08",0.0385489761182311
"2","8","2020-08",0.0321026471488329
"2","9","2020-08",0.0342790380972564
"2","10","2020-08",0.0334140148848958
"3","1","2020-08",0.051337697390505
"3","2","2020-08",0.0737818946791965
"3","3","2020-08",0.0698217180709974
"3","4","2020-08",0.0688759570690924
"3","5","2020-08",0.0629688871824779
"3","6","2020-08",0.0513440125499822
"3","7","2020-08",0.0395190817696105
"3","8","2020-08",0.0387813692569566
"3","9","2020-08",0.0377434315479524
"3","10","2020-08",0.0339970797056834
"4","1","2020-08",0.0497995063165076
"4","2","2020-08",0.0565065014380087
"4","3","2020-08",0.0641182969572153
"4","4","2020-08",0.0729517478183216
"4","5","2020-08",0.0846660994837855
"4","6","2020-08",0.0709663592581159
