"month","decile","decile.visited","rho.t","phi.0","Bc","B","Ba"
"2020-01","3","5",1.01446693942167,0.721925548468235,0.116350822299213,0.0294878481633297,0.0275247908892187
"2020-01","3","6",1.01446693942167,0.721925548468235,0.107067103447722,0.0271349907750096,0.0253285673042709
"2020-01","3","7",1.01446693942167,0.721925548468235,0.0942739022286597,0.0238926933196424,0.0223021152225416
"2020-01","3","8",1.01446693942167,0.721925548468235,0.0730471954576865,0.0185130157728838,0.0172805721548416
"2020-01","3","9",1.01446693942167,0.721925548468235,0.055661746102461,0.0141068630641408,0.013167744685629
"2020-01","3","10",1.01446693942167,0.721925548468235,0.0314087523357849,0.00796020605248029,0.00743028130828765
"2020-01","4","1",1.01446693942167,0.721925548468235,0.0713840611848301,0.0188806733025304,0.0185589828022414
"2020-01","4","2",1.01446693942167,0.721925548468235,0.108939675922667,0.0288139172336207,0.0283229832874818
"2020-01","4","3",1.01446693942167,0.721925548468235,0.144419937843929,0.0381982422902892,0.0375474174242672
"2020-01","4","4",1.01446693942167,0.721925548468235,0.1259237144219,0.790264350272145,0.774744047777365
"2020-01","4","5",1.01446693942167,0.721925548468235,0.130803926596763,0.0345968856880686,0.034007421038842
"2020-01","4","6",1.01446693942167,0.721925548468235,0.129941446926678,0.034368764779694,0.0337831868736977
"2020-01","4","7",1.01446693942167,0.721925548468235,0.0968412039006802,0.0256139410216274,0.0251775285394244
"2020-01","4","8",1.01446693942167,0.721925548468235,0.090184282575449,0.0238532236478021,0.0234468104163555
"2020-01","4","9",1.01446693942167,0.721925548468235,0.0663708278383251,0.0175547019381438,0.0172556034495242
"2020-01","4","10",1.01446693942167,0.721925548468235,0.0351909227887784,0.00930779652153913,0.00914920950127639
"2020-01","5","1",1.01446693942167,0.721925548468235,0.0757056909244711,0.0191516990160253,0.0190405288646769
"2020-01","5","2",1.01446693942167,0.721925548468235,0.097003560933471,0.0245395422694702,0.0243970972244727
"2020-01","5","3",1.01446693942167,0.721925548468235,0.105542937567601,0.0266997969225122,0.0265448122152878
"2020-01","5","4",1.01446693942167,0.721925548468235,0.126430765026337,0.0319839093809466,0.0317982519077574
"2020-01","5","5",1.01446693942167,0.721925548468235,0.119219759761463,0.78079690228053,0.775410602884667
"2020-01","5","6",1.01446693942167,0.721925548468235,0.138205078241021,0.0349625243312149,0.0347595768476433
"2020-01","5","7",1.01446693942167,0.721925548468235,0.122740431651642,0.0310503447677991,0.0308701063709671
"2020-01","5","8",1.01446693942167,0.721925548468235,0.102419152359905,0.0259095552199671,0.0257591576404748
"2020-01","5","9",1.01446693942167,0.721925548468235,0.0720349468230409,0.0182230900126998,0.0181173101718067
"2020-01","5","10",1.01446693942167,0.721925548468235,0.0406976767110475,0.0102955226417403,0.0102357600687521
"2020-01","6","1",1.01446693942167,0.721925548468235,0.0709295830418689,0.0190806642491875,0.018485136235555
"2020-01","6","2",1.01446693942167,0.721925548468235,0.0829167187712595,0.0223053062441493,0.0216091336923154
"2020-01","6","3",1.01446693942167,0.721925548468235,0.102631973340861,0.0276088782785113,0.0267471755502888
"2020-01","6","4",1.01446693942167,0.721925548468235,0.114873085682424,0.0309018421535152,0.029937362487874
"2020-01","6","5",1.01446693942167,0.721925548468235,0.135481869930664,0.0364457813106435,0.0353082693526866
"2020-01","6","6",1.01446693942167,0.721925548468235,0.125202760192558,0.771849254916093,0.750253411987733
"2020-01","6","7",1.01446693942167,0.721925548468235,0.127206582068039,0.0342196581262042,0.0331516258624978
"2020-01","6","8",1.01446693942167,0.721925548468235,0.112053985600784,0.0301434801297193,0.0292026697569155
"2020-01","6","9",1.01446693942167,0.721925548468235,0.0826862704268012,0.0222433136692769,0.0215490759722516
"2020-01","6","10",1.01446693942167,0.721925548468235,0.0460171709447402,0.0123790124069354,0.0119926501412848
"2020-01","7","1",1.01446693942167,0.721925548468235,0.0646292881791906,0.0167407187042512,0.0167589856167896
"2020-01","7","2",1.01446693942167,0.721925548468235,0.0743776633713198,0.0192658092864415,0.019286831493399
"2020-01","7","3",1.01446693942167,0.721925548468235,0.087148490668536,0.0225737960123746,0.0225984277838477
"2020-01","7","4",1.01446693942167,0.721925548468235,0.0930116673986321,0.0240925160094093,0.024118804957366
"2020-01","7","5",1.01446693942167,0.721925548468235,0.119410550588706,0.0309305346545489,0.0309642850198278
"2020-01","7","6",1.01446693942167,0.721925548468235,0.144810471539471,0.0375097952920486,0.0375507247265632
"2020-01","7","7",1.01446693942167,0.721925548468235,0.150223901321368,0.783929564515479,0.785292936224126
"2020-01","7","8",1.01446693942167,0.721925548468235,0.13755151641819,0.0356295312632197,0.0356684090164911
"2020-01","7","9",1.01446693942167,0.721925548468235,0.0859572551799732,0.0222652340772771,0.022289529156283
"2020-01","7","10",1.01446693942167,0.721925548468235,0.0428791953346139,0.0111068614181726,0.0111189808540037
"2020-01","8","1",1.01446693942167,0.721925548468235,0.0570526118460402,0.0159393107318239,0.0158527411794193
"2020-01","8","2",1.01446693942167,0.721925548468235,0.066522677913796,0.0185850498280848,0.0184841107428191
"2020-01","8","3",1.01446693942167,0.721925548468235,0.0700667564806374,0.0195751915184832,0.0194688747776591
"2020-01","8","4",1.01446693942167,0.721925548468235,0.0896797211983964,0.025054645112164,0.024918568373997
"2020-01","8","5",1.01446693942167,0.721925548468235,0.118402921365201,0.03307930862637,0.0328996483518562
"2020-01","8","6",1.01446693942167,0.721925548468235,0.12604999649374,0.0352157420466719,0.0350244783792605
"2020-01","8","7",1.01446693942167,0.721925548468235,0.147386408955386,0.0411766910220892,0.0409530522605856
"2020-01","8","8",1.01446693942167,0.721925548468235,0.135935697094228,0.776283399652742,0.775189549906651
"2020-01","8","9",1.01446693942167,0.721925548468235,0.126199580292687,0.0352575326426623,0.0350660420022501
"2020-01","8","10",1.01446693942167,0.721925548468235,0.0627036283598867,0.0175180869744951,0.017422942775735
"2020-01","9","1",1.01446693942167,0.721925548468235,0.0517527746939679,0.0184987304998609,0.0198061718384265
"2020-01","9","2",1.01446693942167,0.721925548468235,0.0504605764694608,0.0180368417055129,0.0193116379658903
"2020-01","9","3",1.01446693942167,0.721925548468235,0.0594827152343564,0.0212617531142457,0.0227644775824004
"2020-01","9","4",1.01446693942167,0.721925548468235,0.0796745571126718,0.0284792104083045,0.0304920456662593
"2020-01","9","5",1.01446693942167,0.721925548468235,0.0789081836136646,0.0282052746260357,0.0301987488275195
"2020-01","9","6",1.01446693942167,0.721925548468235,0.0986197873466184,0.0352510735678742,0.0377425262008969
"2020-01","9","7",1.01446693942167,0.721925548468235,0.0962319997360181,0.0343975726732729,0.0368287021207606
"2020-01","9","8",1.01446693942167,0.721925548468235,0.153089618686114,0.0547210002777099,0.0585885358283941
"2020-01","9","9",1.01446693942167,0.721925548468235,0.214239677280972,0.733370047072742,0.806090664665896
"2020-01","9","10",1.01446693942167,0.721925548468235,0.117540109826156,0.042014033594445,0.0449834743526459
"2020-01","10","1",1.01446693942167,0.721925548468235,0.0455426605270124,0.0207691288263755,0.0227879148739484
"2020-01","10","2",1.01446693942167,0.721925548468235,0.0485551204364844,0.0221429213808752,0.0242952418325373
"2020-01","10","3",1.01446693942167,0.721925548468235,0.0480796376283014,0.0219260837261663,0.0240573272787648
"2020-01","10","4",1.01446693942167,0.721925548468235,0.0506805089278086,0.0231121767311687,0.0253587100501141
"2020-01","10","5",1.01446693942167,0.721925548468235,0.0615814497859777,0.0280834068348147,0.0308131501167977
"2020-01","10","6",1.01446693942167,0.721925548468235,0.0715614372476685,0.0326346483055349,0.0358067781149949
"2020-01","10","7",1.01446693942167,0.721925548468235,0.0649749847009285,0.0296309836124958,0.0325111533486862
"2020-01","10","8",1.01446693942167,0.721925548468235,0.10252426874404,0.0467548386663083,0.0512994691486517
"2020-01","10","9",1.01446693942167,0.721925548468235,0.167129964436745,0.076217412904007,0.0836258435146019
"2020-01","10","10",1.01446693942167,0.721925548468235,0.339369967565033,0.705313367156157,0.82404539359263
"2020-02","1","1",0.985533060578334,0.721925548468235,0.329949670792797,0.831575716668312,0.804963365810242
"2020-02","1","2",0.985533060578334,0.721925548468235,0.201759201138381,0.0413110161434009,0.0421455525365073
"2020-02","1","3",0.985533060578334,0.721925548468235,0.0951907811826428,0.0194906991896838,0.0198844367279816
"2020-02","1","4",0.985533060578334,0.721925548468235,0.0538554053993186,0.0110271130600617,0.0112498751225483
"2020-02","1","5",0.985533060578334,0.721925548468235,0.0699949223788157,0.0143317447334861,0.0146212646648111
"2020-02","1","6",0.985533060578334,0.721925548468235,0.0683958509092548,0.0140043283533619,0.0142872340468777
"2020-02","1","7",0.985533060578334,0.721925548468235,0.0660733018571136,0.0135287769988487,0.0138020759349138
"2020-02","1","8",0.985533060578334,0.721925548468235,0.0521497582510412,0.010677874876723,0.0108935818725211
"2020-02","1","9",0.985533060578334,0.721925548468235,0.0360120547256106,0.00737361451538644,0.00752257114333447
"2020-02","1","10",0.985533060578334,0.721925548468235,0.0266190533650253,0.00545035932477936,0.00556046369007132
"2020-02","2","1",0.985533060578334,0.721925548468235,0.181954989454015,0.0370708113876986,0.0378176513942622
"2020-02","2","2",0.985533060578334,0.721925548468235,0.224654149766762,0.821952460282891,0.750381375618775
"2020-02","2","3",0.985533060578334,0.721925548468235,0.131654432225416,0.0268227688618366,0.0273631486410468
"2020-02","2","4",0.985533060578334,0.721925548468235,0.0772096211058328,0.0157303919497814,0.0160473012805257
"2020-02","2","5",0.985533060578334,0.721925548468235,0.0929023269558303,0.0189275636265434,0.0193088841645603
"2020-02","2","6",0.985533060578334,0.721925548468235,0.0783612427663664,0.0159650189281113,0.0162866551263687
"2020-02","2","7",0.985533060578334,0.721925548468235,0.0806028915350907,0.0164217238470157,0.0167525609635121
"2020-02","2","8",0.985533060578334,0.721925548468235,0.0623849702573591,0.0127100744682916,0.0129661355509598
"2020-02","2","9",0.985533060578334,0.721925548468235,0.0416442697399738,0.00848444372721734,0.00865537394891263
"2020-02","2","10",0.985533060578334,0.721925548468235,0.0286311061933546,0.00583319171790702,0.0059507089984253
"2020-02","3","1",0.985533060578334,0.721925548468235,0.101270095679096,0.0225429198165791,0.0232738960836673
"2020-02","3","2",0.985533060578334,0.721925548468235,0.159073557893125,0.0354100826752046,0.0365582893077887
"2020-02","3","3",0.985533060578334,0.721925548468235,0.138141911307573,0.7895820302065,0.748349420523771
"2020-02","3","4",0.985533060578334,0.721925548468235,0.136278235705707,0.0303357997211092,0.0313194677561153
"2020-02","3","5",0.985533060578334,0.721925548468235,0.11366506917685,0.0253020649700892,0.0261225092227392
"2020-02","3","6",0.985533060578334,0.721925548468235,0.10498947297476,0.0233708604201849,0.0241286834727259
"2020-02","3","7",0.985533060578334,0.721925548468235,0.0910635216764588,0.0202709166373531,0.0209282209747944
"2020-02","3","8",0.985533060578334,0.721925548468235,0.0704522056486721,0.0156827976925373,0.0161913277768416
"2020-02","3","9",0.985533060578334,0.721925548468235,0.052410721478398,0.0116667283060587,0.0120450334047631
"2020-02","3","10",0.985533060578334,0.721925548468235,0.0326552084593608,0.00726911277170838,0.00750482087705324
"2020-02","4","1",0.985533060578334,0.721925548468235,0.0737665750084566,0.0173992346629921,0.0186314148496709
"2020-02","4","2",0.985533060578334,0.721925548468235,0.111755166199906,0.0263595586658447,0.0282262916886905
"2020-02","4","3",0.985533060578334,0.721925548468235,0.146024452836555,0.0344426147092633,0.036881774146111
"2020-02","4","4",0.985533060578334,0.721925548468235,0.13037282120316,0.773429570806421,0.753771091101845
"2020-02","4","5",0.985533060578334,0.721925548468235,0.129676723609725,0.0305866951821324,0.0327527858470034
"2020-02","4","6",0.985533060578334,0.721925548468235,0.12461244889302,0.0293921907038683,0.0314736888691539
"2020-02","4","7",0.985533060578334,0.721925548468235,0.0971275041187735,0.0229093493387694,0.0245317452022482
"2020-02","4","8",0.985533060578334,0.721925548468235,0.0876502113295418,0.0206739515154217,0.0221380408234326
"2020-02","4","9",0.985533060578334,0.721925548468235,0.062909982178485,0.0148385029729607,0.015889337088219
"2020-02","4","10",0.985533060578334,0.721925548468235,0.036104114622379,0.00851583474686633,0.00911890971259676
"2020-02","5","1",0.985533060578334,0.721925548468235,0.0795353750242413,0.0191574053577857,0.0194331906882523
"2020-02","5","2",0.985533060578334,0.721925548468235,0.0963171784039573,0.0231995791688967,0.0235335546466969
"2020-02","5","3",0.985533060578334,0.721925548468235,0.105969995751449,0.0255246192496684,0.0258920654368392
"2020-02","5","4",0.985533060578334,0.721925548468235,0.128509473173635,0.0309536237070921,0.0313992245170018
"2020-02","5","5",0.985533060578334,0.721925548468235,0.114069140142835,0.782996070541372,0.752036441666636
"2020-02","5","6",0.985533060578334,0.721925548468235,0.13749880721757,0.0331188529038326,0.0335956238246424
"2020-02","5","7",0.985533060578334,0.721925548468235,0.119318922974166,0.028739928284412,0.0291536612754656
"2020-02","5","8",0.985533060578334,0.721925548468235,0.104194146810116,0.0250968767764236,0.025458165287378
"2020-02","5","9",0.985533060578334,0.721925548468235,0.0721814386679326,0.0173860886360097,0.0176363745233966
"2020-02","5","10",0.985533060578334,0.721925548468235,0.0424055218340979,0.0102140685316017,0.0103611077685332
"2020-02","6","1",0.985533060578334,0.721925548468235,0.0701491166016755,0.0172080408314271,0.0177603186872467
"2020-02","6","2",0.985533060578334,0.721925548468235,0.0846732928059424,0.0207709170196626,0.0214375424436374
"2020-02","6","3",0.985533060578334,0.721925548468235,0.104649126613716,0.0256711207636077,0.0264950141789417
"2020-02","6","4",0.985533060578334,0.721925548468235,0.115924653511609,0.0284370818569818,0.0293497465087914
"2020-02","6","5",0.985533060578334,0.721925548468235,0.129725206621067,0.0318224485288433,0.0328437637275114
"2020-02","6","6",0.985533060578334,0.721925548468235,0.126784295561589,0.778617238658871,0.729255649111567
"2020-02","6","7",0.985533060578334,0.721925548468235,0.124059626615566,0.0304326443974246,0.0314093549805396
"2020-02","6","8",0.985533060578334,0.721925548468235,0.111293238692664,0.0273009652646059,0.0281771671928698
"2020-02","6","9",0.985533060578334,0.721925548468235,0.0822602782940748,0.0201789886496616,0.0208266166215624
"2020-02","6","10",0.985533060578334,0.721925548468235,0.0504811646820953,0.0123833625446788,0.0127807963363003
"2020-02","7","1",0.985533060578334,0.721925548468235,0.0634868613370167,0.0151154287318285,0.0159932052873574
"2020-02","7","2",0.985533060578334,0.721925548468235,0.0764888829933072,0.0182110476926096,0.0192685916762964
"2020-02","7","3",0.985533060578334,0.721925548468235,0.0867272789883675,0.0206486819012067,0.0218477831107733
"2020-02","7","4",0.985533060578334,0.721925548468235,0.0932229813996435,0.0221952275138429,0.023484139042714
"2020-02","7","5",0.985533060578334,0.721925548468235,0.115735147369739,0.0275550930537962,0.0291552603462469
"2020-02","7","6",0.985533060578334,0.721925548468235,0.143653724666962,0.0342021576045236,0.0361883303176098
"2020-02","7","7",0.985533060578334,0.721925548468235,0.148516857873744,0.79322813767265,0.762465362002058
"2020-02","7","8",0.985533060578334,0.721925548468235,0.141211611639846,0.0336207209948211,0.0355731287758251
"2020-02","7","9",0.985533060578334,0.721925548468235,0.086135175666235,0.0205077094955925,0.0216986242173777
"2020-02","7","10",0.985533060578334,0.721925548468235,0.0448214780651392,0.0106714341059069,0.0112911409523501
"2020-02","8","1",0.985533060578334,0.721925548468235,0.0577014607800999,0.0145177178913023,0.015575749193778
"2020-02","8","2",0.985533060578334,0.721925548468235,0.0676058241129569,0.0170096609169279,0.0182493015980152
"2020-02","8","3",0.985533060578334,0.721925548468235,0.0708830634239953,0.0178342160518709,0.0191339491765445
"2020-02","8","4",0.985533060578334,0.721925548468235,0.0913636569299976,0.0229871441536344,0.0246624155875583
"2020-02","8","5",0.985533060578334,0.721925548468235,0.11693274103418,0.0294203391671569,0.0315644530011192
"2020-02","8","6",0.985533060578334,0.721925548468235,0.125472681408771,0.0315689926586057,0.0338696974023203
"2020-02","8","7",0.985533060578334,0.721925548468235,0.144047343856203,0.0362423875032467,0.0388836828323054
"2020-02","8","8",0.985533060578334,0.721925548468235,0.137354506933802,0.765272981916919,0.753463153553126
"2020-02","8","9",0.985533060578334,0.721925548468235,0.125173643294396,0.031493754511693,0.0337889760027937
"2020-02","8","10",0.985533060578334,0.721925548468235,0.0634650782255988,0.0159678470730578,0.0171315617948159
"2020-02","9","1",0.985533060578334,0.721925548468235,0.0516429049110529,0.0163154458891328,0.0192004260718508
"2020-02","9","2",0.985533060578334,0.721925548468235,0.0503470486263421,0.0159060484485801,0.0187186368921525
"2020-02","9","3",0.985533060578334,0.721925548468235,0.0576910595493662,0.0182262280169094,0.0214490824207542
"2020-02","9","4",0.985533060578334,0.721925548468235,0.0809469217529808,0.0255734088550461,0.0300954291695809
"2020-02","9","5",0.985533060578334,0.721925548468235,0.0779120784407943,0.0246146165112138,0.0289670982835541
"2020-02","9","6",0.985533060578334,0.721925548468235,0.10049181324529,0.0317481896908835,0.0373620661805464
"2020-02","9","7",0.985533060578334,0.721925548468235,0.0980037189109622,0.0309621307240476,0.0364370122663963
"2020-02","9","8",0.985533060578334,0.721925548468235,0.152578023678116,0.0482036882603465,0.0567273097604885
"2020-02","9","9",0.985533060578334,0.721925548468235,0.210555898006025,0.736356871024894,0.781730340276593
"2020-02","9","10",0.985533060578334,0.721925548468235,0.119830532879071,0.0378578350389423,0.0445520501152648
"2020-02","10","1",0.985533060578334,0.721925548468235,0.0471655257262022,0.0193739296340787,0.0229268383868684
"2020-02","10","2",0.985533060578334,0.721925548468235,0.0467158176285715,0.0191892054546017,0.0227082383666863
"2020-02","10","3",0.985533060578334,0.721925548468235,0.043578196277001,0.0179003815870043,0.0211830621592963
"2020-02","10","4",0.985533060578334,0.721925548468235,0.052613892430986,0.0216119259573233,0.0255752520531996
"2020-02","10","5",0.985533060578334,0.721925548468235,0.0615533379204474,0.0252839339592248,0.0299206551595884
"2020-02","10","6",0.985533060578334,0.721925548468235,0.0722167719142632,0.0296640954579667,0.0351040772472476
"2020-02","10","7",0.985533060578334,0.721925548468235,0.0633899110915494,0.0260383332548315,0.030813400774764
"2020-02","10","8",0.985533060578334,0.721925548468235,0.0970921445411793,0.0398820186439183,0.0471958251764688
"2020-02","10","9",0.985533060578334,0.721925548468235,0.168945862113246,0.0693969842200323,0.0821234241993981
"2020-02","10","10",0.985533060578334,0.721925548468235,0.346728540356554,0.725074223687115,0.804119529561464
"2020-03","1","1",0.79468108634867,0.721925548468235,0.309330262897176,0.666116629753764,0.645606261833005
"2020-03","1","2",0.79468108634867,0.721925548468235,0.192107405121021,0.0304337170246641,0.0323581875016902
"2020-03","1","3",0.79468108634867,0.721925548468235,0.0955016860539377,0.015129407879477,0.0160861131933676
"2020-03","1","4",0.79468108634867,0.721925548468235,0.0603889062888546,0.0095668299942221,0.0101717867225668
"2020-03","1","5",0.79468108634867,0.721925548468235,0.0728931381483182,0.0115477544348077,0.0122779745544114
"2020-03","1","6",0.79468108634867,0.721925548468235,0.073485264755923,0.0116415593227935,0.0123777111771696
"2020-03","1","7",0.79468108634867,0.721925548468235,0.0731201452805329,0.0115837169778447,0.0123162111822175
"2020-03","1","8",0.79468108634867,0.721925548468235,0.0576604954197932,0.0091345942651323,0.0097122186469524
"2020-03","1","9",0.79468108634867,0.721925548468235,0.0373745008237791,0.00592088046419875,0.00629528624717021
"2020-03","1","10",0.79468108634867,0.721925548468235,0.0281381952106642,0.00445766195262823,0.00473954138317703
"2020-03","2","1",0.79468108634867,0.721925548468235,0.185697384777593,0.0282458831390965,0.0311213230550409
"2020-03","2","2",0.79468108634867,0.721925548468235,0.218854127635247,0.615612730847169,0.604095324562452
"2020-03","2","3",0.79468108634867,0.721925548468235,0.127178862664837,0.0193448028193645,0.0213141099187018
"2020-03","2","4",0.79468108634867,0.721925548468235,0.0765700773346896,0.0116468493023613,0.0128325022774897
"2020-03","2","5",0.79468108634867,0.721925548468235,0.0917917206105461,0.0139621687004767,0.0153835219290798
"2020-03","2","6",0.79468108634867,0.721925548468235,0.0816154834622368,0.0124142911919639,0.0136780699963207
"2020-03","2","7",0.79468108634867,0.721925548468235,0.0851812894319919,0.0129566754524586,0.0142756691475918
"2020-03","2","8",0.79468108634867,0.721925548468235,0.067420954438059,0.010255203122352,0.0112991860723243
"2020-03","2","9",0.79468108634867,0.721925548468235,0.038614505201564,0.00587353883687553,0.00647146696453336
"2020-03","2","10",0.79468108634867,0.721925548468235,0.0270755944432359,0.00411838905260389,0.00453764237220906
"2020-03","3","1",0.79468108634867,0.721925548468235,0.107516885490966,0.0182638561512122,0.0199244446463017
"2020-03","3","2",0.79468108634867,0.721925548468235,0.155253734879808,0.0263728982460296,0.0287707780282034
"2020-03","3","3",0.79468108634867,0.721925548468235,0.132371360020254,0.609871001277507,0.602359532619161
"2020-03","3","4",0.79468108634867,0.721925548468235,0.134396918992435,0.0228299581450414,0.0249057063071574
"2020-03","3","5",0.79468108634867,0.721925548468235,0.111585857404821,0.0189550510028731,0.0206784843982416
"2020-03","3","6",0.79468108634867,0.721925548468235,0.100230393184717,0.0170261022233473,0.0185741515090087
"2020-03","3","7",0.79468108634867,0.721925548468235,0.0980552518527105,0.016656611717601,0.0181710661436772
"2020-03","3","8",0.79468108634867,0.721925548468235,0.0732219299977426,0.0124381839232617,0.0135690899571118
"2020-03","3","9",0.79468108634867,0.721925548468235,0.054191071513542,0.00920541857480191,0.0100423947342306
"2020-03","3","10",0.79468108634867,0.721925548468235,0.0331765966630039,0.00563569700027076,0.00614810651132787
"2020-03","4","1",0.79468108634867,0.721925548468235,0.0806986029259214,0.0147855595624563,0.0164351590673793
"2020-03","4","2",0.79468108634867,0.721925548468235,0.111933601615705,0.020508421133988,0.0227965104826848
"2020-03","4","3",0.79468108634867,0.721925548468235,0.142592917523528,0.0261258063806124,0.0290406177605351
"2020-03","4","4",0.79468108634867,0.721925548468235,0.125829219408306,0.637111548744569,0.606875290105875
"2020-03","4","5",0.79468108634867,0.721925548468235,0.127813275494486,0.0234178874128853,0.0260305809209977
"2020-03","4","6",0.79468108634867,0.721925548468235,0.119308526981919,0.0218596514442689,0.0242984952396582
"2020-03","4","7",0.79468108634867,0.721925548468235,0.10120291530748,0.0185423499034619,0.0206110880592047
"2020-03","4","8",0.79468108634867,0.721925548468235,0.088386316014831,0.0161940986901968,0.0180008464882209
"2020-03","4","9",0.79468108634867,0.721925548468235,0.0640690350747335,0.0117386980673775,0.0130483644644178
"2020-03","4","10",0.79468108634867,0.721925548468235,0.0381655896530899,0.00699268114430724,0.00777284257850983
"2020-03","5","1",0.79468108634867,0.721925548468235,0.0906339591147747,0.0176215964599792,0.0178565029402054
"2020-03","5","2",0.79468108634867,0.721925548468235,0.10034230883823,0.0195091518839063,0.0197692206133007
"2020-03","5","3",0.79468108634867,0.721925548468235,0.107673680015439,0.0209345609209262,0.0212136312101696
"2020-03","5","4",0.79468108634867,0.721925548468235,0.124873681752041,0.0242786881407194,0.0246023376572998
"2020-03","5","5",0.79468108634867,0.721925548468235,0.111773388012781,0.621458647991769,0.605949612197968
"2020-03","5","6",0.79468108634867,0.721925548468235,0.134054317117441,0.0260636421826191,0.0264110862102304
"2020-03","5","7",0.79468108634867,0.721925548468235,0.119602879623525,0.0232539072634825,0.0235638958345622
"2020-03","5","8",0.79468108634867,0.721925548468235,0.103589642238587,0.020140517867595,0.0204090030853195
"2020-03","5","9",0.79468108634867,0.721925548468235,0.0665355708010849,0.0129362436590278,0.0131086915681712
"2020-03","5","10",0.79468108634867,0.721925548468235,0.0409205724860967,0.00795602246999023,0.00806208103507376
"2020-03","6","1",0.79468108634867,0.721925548468235,0.0798419551883703,0.0147582500568439,0.0162997667916193
"2020-03","6","2",0.79468108634867,0.721925548468235,0.0882437282073102,0.0163112614634636,0.0180149920829056
"2020-03","6","3",0.79468108634867,0.721925548468235,0.105861795809342,0.0195678431262715,0.0216117275655799
"2020-03","6","4",0.79468108634867,0.721925548468235,0.113054380543995,0.0208973441864421,0.0230800965894496
"2020-03","6","5",0.79468108634867,0.721925548468235,0.122777979004044,0.0226946861626899,0.0250651730683538
"2020-03","6","6",0.79468108634867,0.721925548468235,0.1261264161725,0.611657246262896,0.587898398644841
"2020-03","6","7",0.79468108634867,0.721925548468235,0.125240682418068,0.023149900375747,0.0255679349462514
"2020-03","6","8",0.79468108634867,0.721925548468235,0.11085069986181,0.0204900085885551,0.022630214304903
"2020-03","6","9",0.79468108634867,0.721925548468235,0.0763958414773624,0.0141212590443946,0.0155962413118849
"2020-03","6","10",0.79468108634867,0.721925548468235,0.0516065213171978,0.00953911943120837,0.0105354917776309
"2020-03","7","1",0.79468108634867,0.721925548468235,0.0736527039615846,0.0141263389047913,0.0149610484534525
"2020-03","7","2",0.79468108634867,0.721925548468235,0.079011597866527,0.0151541565867534,0.0160495987313971
"2020-03","7","3",0.79468108634867,0.721925548468235,0.0898067837722079,0.0172246366430378,0.0182424211358964
"2020-03","7","4",0.79468108634867,0.721925548468235,0.0931961519244946,0.0178747059631985,0.0189309023243046
"2020-03","7","5",0.79468108634867,0.721925548468235,0.110630255882141,0.0212185079929995,0.0224722858720005
"2020-03","7","6",0.79468108634867,0.721925548468235,0.138819999035376,0.0266252051541698,0.0281984587145604
"2020-03","7","7",0.79468108634867,0.721925548468235,0.145690705990738,0.639501947618631,0.614237163870185
